日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量
2020-12-28,'000300,沪深300,5064.4147,5089.3447,5037.8582,5042.9432,5042.0137,22.401,0.4443,136914407
2020-12-25,'000300,沪深300,5042.0137,5042.0978,4973.6812,4985.7695,5000.0154,41.9983,0.84,121006979
2020-12-24,'000300,沪深300,5000.0154,5033.038,4979.2371,5006.0051,5007.1235,-7.1081,-0.142,114418667
2020-12-23,'000300,沪深300,5007.1235,5028.4506,4968.1509,4977.2994,4964.7727,42.3508,0.853,140292819
2020-12-22,'000300,沪深300,4964.7727,5055.1348,4960.9457,5034.9831,5046.8396,-82.0669,-1.6261,162344970
2020-12-21,'000300,沪深300,5046.8396,5048.5074,4969.999,4995.7622,4999.9678,46.8718,0.9374,140811782
2020-12-18,'000300,沪深300,4999.9678,5027.4446,4979.0051,5014.3211,5017.4784,-17.5106,-0.349,128049618
2020-12-17,'000300,沪深300,5017.4784,5021.6171,4950.3713,4960.729,4953.867,63.6114,1.2841,133385479
2020-12-16,'000300,沪深300,4953.867,4968.8558,4938.1932,4957.2971,4945.1,8.767,0.1773,106778968
2020-12-15,'000300,沪深300,4945.1,4954.1885,4904.7926,4931.6019,4934.8352,10.2648,0.208,118342633
2020-12-14,'000300,沪深300,4934.8352,4937.2601,4887.6599,4903.627,4889.6292,45.206,0.9245,120801552
2020-12-11,'000300,沪深300,4889.6292,4957.8236,4849.3547,4957.8236,4940.5249,-50.8957,-1.0302,159357697
2020-12-10,'000300,沪深300,4940.5249,4962.7433,4919.7696,4931.2933,4942.6986,-2.1737,-0.044,125914270
2020-12-09,'000300,沪深300,4942.6986,5033.6417,4942.5195,5022.3846,5009.8786,-67.18,-1.341,138916965
2020-12-08,'000300,沪深300,5009.8786,5043.0605,4998.9218,5029.1063,5022.2351,-12.3565,-0.246,123073029
2020-12-07,'000300,沪深300,5022.2351,5067.8698,5014.609,5065.7285,5065.9163,-43.6812,-0.8623,139896217
2020-12-04,'000300,沪深300,5065.9163,5072.3865,5017.8506,5049.5231,5057.0603,8.856,0.1751,144347167
2020-12-03,'000300,沪深300,5057.0603,5072.3046,5033.7887,5065.4531,5067.1447,-10.0844,-0.199,177865748
2020-12-02,'000300,沪深300,5067.1447,5090.6084,5043.3091,5072.9755,5067.0983,0.0464,0.0009,195435476
2020-12-01,'000300,沪深300,5067.0983,5072.5494,4963.1302,4963.1302,4960.2519,106.8464,2.1541,204065638
2020-11-30,'000300,沪深300,4960.2519,5055.192,4960.2519,4994.1063,4980.765,-20.5131,-0.4118,262638950
2020-11-27,'000300,沪深300,4980.765,4980.765,4917.3479,4930.5928,4919.5912,61.1738,1.2435,162952922
2020-11-26,'000300,沪深300,4919.5912,4925.2857,4867.8153,4908.3208,4910.7,8.8912,0.1811,137202338
2020-11-25,'000300,沪深300,4910.7,5004.7732,4910.7,4992.7466,4974.2855,-63.5855,-1.2783,170340527
2020-11-24,'000300,沪深300,4974.2855,5001.0614,4960.9817,4997.0485,5005.0273,-30.7418,-0.6142,156637911
2020-11-23,'000300,沪深300,5005.0273,5029.6515,4940.4494,4954.5987,4943.2882,61.7391,1.2489,205915187
2020-11-20,'000300,沪深300,4943.2882,4947.4297,4922.5895,4928.2223,4927.9891,15.2991,0.3105,129400341
2020-11-19,'000300,沪深300,4927.9891,4939.7911,4870.2005,4880.9224,4891.6716,36.3175,0.7424,133681378
2020-11-18,'000300,沪深300,4891.6716,4911.0876,4870.7162,4889.6749,4894.786,-3.1144,-0.0636,164216616
2020-11-17,'000300,沪深300,4894.786,4909.2902,4865.3942,4903.12,4904.1716,-9.3856,-0.1914,151487464
2020-11-16,'000300,沪深300,4904.1716,4904.1716,4848.6239,4880.958,4856.8513,47.3203,0.9743,148770980
2020-11-13,'000300,沪深300,4856.8513,4886.9778,4825.7578,4886.9778,4908.463,-51.6117,-1.0515,133693079
2020-11-12,'000300,沪深300,4908.463,4926.3422,4891.51,4916.7736,4904.8981,3.5649,0.0727,118114619
2020-11-11,'000300,沪深300,4904.8981,4957.5846,4901.7067,4937.7582,4953.8756,-48.9775,-0.9887,164470515
2020-11-10,'000300,沪深300,4953.8756,4995.4126,4928.9319,4995.4126,4981.3497,-27.4741,-0.5515,176267214
2020-11-09,'000300,沪深300,4981.3497,4997.8017,4918.8609,4918.8609,4885.7178,95.6319,1.9574,197131984
2020-11-06,'000300,沪深300,4885.7178,4897.6295,4845.4293,4897.6295,4885.1118,0.606,0.0124,153639034
2020-11-05,'000300,沪深300,4885.1118,4885.1118,4837.9996,4861.3377,4813.6564,71.4554,1.4844,139244594
2020-11-04,'000300,沪深300,4813.6564,4825.4638,4770.5582,4781.448,4777.5608,36.0956,0.7555,114661806
2020-11-03,'000300,沪深300,4777.5608,4793.3963,4734.1748,4743.1742,4720.8313,56.7295,1.2017,136055408
2020-11-02,'000300,沪深300,4720.8313,4738.0239,4695.4436,4702.7457,4695.3338,25.4975,0.543,142867693
2020-10-30,'000300,沪深300,4695.3338,4778.5089,4683.4719,4776.4726,4772.9198,-77.586,-1.6255,139802303
2020-10-29,'000300,沪深300,4772.9198,4803.0317,4679.2529,4683.607,4737.2718,35.648,0.7525,117117250
2020-10-28,'000300,沪深300,4737.2718,4753.3125,4685.6012,4703.0036,4699.2792,37.9926,0.8085,108463402
2020-10-27,'000300,沪深300,4699.2792,4708.4623,4671.8536,4680.1371,4691.2359,8.0433,0.1715,92656304
2020-10-26,'000300,沪深300,4691.2359,4713.3945,4639.3019,4684.0465,4718.4881,-27.2522,-0.5776,108343275
2020-10-23,'000300,沪深300,4718.4881,4802.456,4717.0984,4775.4665,4777.9845,-59.4964,-1.2452,106825184
2020-10-22,'000300,沪深300,4777.9845,4791.8078,4725.4993,4780.5954,4792.8284,-14.8439,-0.3097,101350891
2020-10-21,'000300,沪深300,4792.8284,4801.6313,4758.8552,4801.6313,4793.4672,-0.6388,-0.0133,103805703
2020-10-20,'000300,沪深300,4793.4672,4793.4672,4739.4583,4751.3694,4755.4879,37.9793,0.7986,98048156
2020-10-19,'000300,沪深300,4755.4879,4849.605,4747.3356,4823.4944,4791.676,-36.1881,-0.7552,129246361
2020-10-16,'000300,沪深300,4791.676,4825.5518,4765.967,4798.9162,4798.7361,-7.0601,-0.1471,116716102
2020-10-15,'000300,沪深300,4798.7361,4833.8925,4796.2647,4810.7821,4807.1021,-8.366,-0.174,109964962
2020-10-14,'000300,沪深300,4807.1021,4830.4575,4795.9069,4830.4575,4839.201,-32.0989,-0.6633,111906923
2020-10-13,'000300,沪深300,4839.201,4845.9191,4795.373,4812.8989,4823.1578,16.0432,0.3326,116516338
2020-10-12,'000300,沪深300,4823.1578,4823.2666,4704.1554,4705.1883,4681.1412,142.0166,3.0338,155784558
2020-10-09,'000300,沪深300,4681.1412,4695.4041,4655.0851,4663.61,4587.3953,93.7459,2.0436,111337512
